tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Foreign Languages,1252,University of North Texas,Christophe,,Chaguinian,1285113,9,average,TEACHER,PROFESSOR,3.2
Public Administration,1252,University of North Texas,Siwaporn,,Chaichoroen,1645540,0,zero,TEACHER,PROFESSOR,N/A
Theatre & Dance,1252,University of North Texas,Adam,,Chamberlin,1539718,6,good,TEACHER,PROFESSOR,4.3
Computer Science,1252,University of North Texas,Curtis,Sean,Chambers,2174155,1,good,TEACHER,PROFESSOR,5.0
Journalism,1252,University of North Texas,Sara,,Champlin,2223083,17,good,TEACHER,PROFESSOR,4.5
Information Science,1252,University of North Texas,Yvonne,,Chandler,381862,63,poor,TEACHER,PROFESSOR,1.4
Counseling,1252,University of North Texas,Cynthia,,Chandler,1240387,2,good,TEACHER,PROFESSOR,3.5
Education,1252,University of North Texas,Cynthia,,Chandler,2688470,0,zero,TEACHER,PROFESSOR,N/A
Management,1252,University of North Texas,Vallari,,Chandna,1871295,3,good,TEACHER,PROFESSOR,4.2
Finance,1252,University of North Texas,Perinkolam,R,Chandrasekaran,1972910,5,good,TEACHER,PROFESSOR,4.4
Finance,1252,University of North Texas,P. R.,,Chandy,675671,76,good,TEACHER,PROFESSOR,3.8
Educational Psychology,1252,University of North Texas,Mei,,Chang,1891435,7,poor,TEACHER,PROFESSOR,1.9
Mathematics,1252,University of North Texas,Cheng,,Chang,1954455,6,good,TEACHER,PROFESSOR,4.5
Fashion,1252,University of North Texas,Anny,,Chang,1006469,10,good,TEACHER,PROFESSOR,4.0
Psychology,1252,University of North Texas,Wan-Ju,,Chao,2480221,2,poor,TEACHER,PROFESSOR,1.5
Science,1252,University of North Texas,Kent,,Chapman,2276,20,average,TEACHER,PROFESSOR,2.9
Biology,1252,University of North Texas,Kent,D,Chapman,2134454,1,poor,TEACHER,PROFESSOR,2.0
Music,1252,University of North Texas,Elizabeth,,Chappell,2134982,4,average,TEACHER,PROFESSOR,2.9
Anthropology,1252,University of North Texas,Jen,,Chase,1372146,9,good,TEACHER,PROFESSOR,4.5
Anthropology,1252,University of North Texas,Jennifer Lynn,,Chase,1390069,13,good,TEACHER,PROFESSOR,3.8
Emergency Management,1252,University of North Texas,Vaswati,,Chatterjee,2047094,4,average,TEACHER,PROFESSOR,3.1
Geography,1252,University of North Texas,Ipsita,,Chatterjee,1882605,21,good,TEACHER,PROFESSOR,4.0
Economics,1252,University of North Texas,Anusuya,,Chatterjee,2377136,10,good,TEACHER,PROFESSOR,3.6
Mathematics,1252,University of North Texas,Jose,Gabriel,Chavez,2148935,7,poor,TEACHER,PROFESSOR,2.3
Spanish,1252,University of North Texas,Olga,,Chavez-Tolley,1258750,8,poor,TEACHER,PROFESSOR,1.0
Fine Arts,1252,University of North Texas,Susan,,Cheal,586248,13,average,TEACHER,PROFESSOR,2.6
Linguistics,1252,University of North Texas,Shobhana,,Chelliah,2236695,1,good,TEACHER,PROFESSOR,5.0
Chinese,1252,University of North Texas,Bei,,Chen,1168543,8,good,TEACHER,PROFESSOR,4.0
Political Science,1252,University of North Texas,Yen-Hsin,,Chen,1962135,8,good,TEACHER,PROFESSOR,3.9
Mathematics,1252,University of North Texas,Nei-mao,,Chen,2290774,8,poor,TEACHER,PROFESSOR,1.8
Educational Psychology,1252,University of North Texas,Qi,,Chen,2522605,0,zero,TEACHER,PROFESSOR,N/A
Management,1252,University of North Texas,Victor,,Chen,2584111,6,good,TEACHER,PROFESSOR,4.8
Information Science,1252,University of North Texas,Haihua,,Chen,2459347,6,good,TEACHER,PROFESSOR,4.3
English,1252,University of North Texas,Adam,John,Cheney,2540347,3,good,TEACHER,PROFESSOR,4.3
Communication,1252,University of North Texas,Morgan,,Cheramie,2317075,2,good,TEACHER,PROFESSOR,5.0
Mathematics,1252,University of North Texas,William,,Cherry,652770,36,average,TEACHER,PROFESSOR,2.7
Education,1252,University of North Texas,Ranita,,Cheruvu,2509157,5,good,TEACHER,PROFESSOR,5.0
Music,1252,University of North Texas,Kris,,Chesky,864736,11,good,TEACHER,PROFESSOR,3.6
Teacher Education,1252,University of North Texas,Aimi ,,Chesky,1963402,3,good,TEACHER,PROFESSOR,4.0
Communication,1252,University of North Texas,Miranda,,Chesson,1680266,1,good,TEACHER,PROFESSOR,4.0
History,1252,University of North Texas,Guy,,Chet,288363,48,average,TEACHER,PROFESSOR,3.3
Student Development,1252,University of North Texas, Jacquelyn,,Cheun,2008567,4,poor,TEACHER,PROFESSOR,2.0
Sociology,1252,University of North Texas,Jacquelyn,,Cheun,2130241,3,good,TEACHER,PROFESSOR,3.7
Computer Science,1252,University of North Texas,Chandrab,,Chevli,2245992,12,poor,TEACHER,PROFESSOR,1.1
Human Development,1252,University of North Texas,Jason,,Chiang,2629274,2,good,TEACHER,PROFESSOR,4.0
English,1252,University of North Texas,Shari,,Childers,1379307,30,good,TEACHER,PROFESSOR,3.6
English,1252,University of North Texas,Michelle,,Childers,1406696,1,good,TEACHER,PROFESSOR,4.0
Rehabilitative Studies,1252,University of North Texas,Ngozi,,Chima,2572424,4,poor,TEACHER,PROFESSOR,2.3
Education,1252,University of North Texas,Lye,,Chng,184902,21,average,TEACHER,PROFESSOR,3.5
Health Science,1252,University of North Texas,Chwee,,Chng,724634,37,good,TEACHER,PROFESSOR,4.0
Theater,1252,University of North Texas,Kathleen,F,Choate,2389898,0,zero,TEACHER,PROFESSOR,N/A
Theater,1252,University of North Texas,Cathleen,,Choate,2432743,4,poor,TEACHER,PROFESSOR,2.3
Information Science,1252,University of North Texas,Denise,L,Chochrek,2693427,1,poor,TEACHER,PROFESSOR,1.0
Marketing,1252,University of North Texas,Yuna,,Choe,2724728,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1252,University of North Texas,M,,Choi,1163723,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1252,University of North Texas,Tae-Youl,,Choi,1420156,9,average,TEACHER,PROFESSOR,3.0
Engineering,1252,University of North Texas,Wonbong,,Choi,2373283,1,average,TEACHER,PROFESSOR,3.0
Engineering,1252,University of North Texas,Wongbong,,Choi,2589951,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1252,University of North Texas,Chu,C,Chong,1858320,5,average,TEACHER,PROFESSOR,2.6
English,1252,University of North Texas,Anna,,Chotlos,2716301,1,poor,TEACHER,PROFESSOR,1.0
Mathematics,1252,University of North Texas,Chung,,Chow,1169176,25,poor,TEACHER,PROFESSOR,1.4
Philosophy amp Religion,1252,University of North Texas,Aminah,,Chowdhry,2678845,1,good,TEACHER,PROFESSOR,4.0
Marketing,1252,University of North Texas,Jhinuk,,Chowdhury,884795,186,good,TEACHER,PROFESSOR,4.2
Rehabilitative Studies,1252,University of North Texas,Dalia,,Chowdhury,2213966,10,average,TEACHER,PROFESSOR,3.0
English,1252,University of North Texas,William,Jackson,Christian,2449886,6,good,TEACHER,PROFESSOR,5.0
English,1252,University of North Texas,Jack,,Christian,2698763,1,poor,TEACHER,PROFESSOR,1.0
Mathematics,1252,University of North Texas,James,,Christopher,2177020,8,average,TEACHER,PROFESSOR,3.4
Kinesiology,1252,University of North Texas,Alan,,Chu,2180364,8,poor,TEACHER,PROFESSOR,2.2
Accounting,1252,University of North Texas,Lawrence,,Chui,779976,15,good,TEACHER,PROFESSOR,4.1
Music,1252,University of North Texas,Andrew,Jay,Chung,2583535,0,zero,TEACHER,PROFESSOR,N/A
Languages,1252,University of North Texas,Kellye,,Church,669367,42,good,TEACHER,PROFESSOR,4.0
Learning Technologies,1252,University of North Texas,Christina,,Churchill,2399369,1,poor,TEACHER,PROFESSOR,1.0
Chemistry,1252,University of North Texas,Oliver,,Chyan,468476,10,average,TEACHER,PROFESSOR,2.7
Psychology,1252,University of North Texas,David,,Cicero,2669310,3,average,TEACHER,PROFESSOR,3.0
Behavioral Sciences,1252,University of North Texas,Traci,,Cihon,2311420,2,good,TEACHER,PROFESSOR,4.0
Chemistry,1252,University of North Texas,Gerald,Andrew,Cisneros,2252636,0,zero,TEACHER,PROFESSOR,N/A
History,1252,University of North Texas,Robert,,Citino,1344469,24,good,TEACHER,PROFESSOR,4.8
Music,1252,University of North Texas,Mary Karen,,Clardy,857102,14,poor,TEACHER,PROFESSOR,2.1
Psychology,1252,University of North Texas,Russ,,Clark,555412,14,good,TEACHER,PROFESSOR,4.3
Art & Design,1252,University of North Texas,Matthew,,Clark,1159162,4,average,TEACHER,PROFESSOR,3.2
English,1252,University of North Texas,Natalie,,Clark,1592052,2,good,TEACHER,PROFESSOR,4.8
Business,1252,University of North Texas,Mark,,Clark,1833228,1,good,TEACHER,PROFESSOR,5.0
Journalism,1252,University of North Texas,Meredith,,Clark,2149422,1,good,TEACHER,PROFESSOR,5.0
Mathematics,1252,University of North Texas,Phyllis,,Clark,2566694,1,good,TEACHER,PROFESSOR,4.0
Languages,1252,University of North Texas,Rachel,,Clarke,1310661,1,good,TEACHER,PROFESSOR,5.0
Communication,1252,University of North Texas,Madison Rudi,,Clary-Wortham,2317037,1,good,TEACHER,PROFESSOR,5.0
English,1252,University of North Texas,Kelly,,Clasen,952310,6,good,TEACHER,PROFESSOR,4.9
Chemistry,1252,University of North Texas,Jose,,Claudio,2045916,10,good,TEACHER,PROFESSOR,4.3
Music,1252,University of North Texas,Fabiana,,Claure,2373414,5,average,TEACHER,PROFESSOR,3.4
Hospitality,1252,University of North Texas,Joan,,Clay,770996,10,good,TEACHER,PROFESSOR,4.0
English,1252,University of North Texas,Kevin,,Clay,2288257,6,poor,TEACHER,PROFESSOR,1.7
Psychology,1252,University of North Texas,Kristaal,,Clayton,2559555,4,good,TEACHER,PROFESSOR,4.3
Speech & Hearing Sciences,1252,University of North Texas,Becky,,Clem,1323113,0,zero,TEACHER,PROFESSOR,N/A
Learning Technologies,1252,University of North Texas,Karen,,Clem,2368134,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1252,University of North Texas,John,,Clemens,1478636,6,good,TEACHER,PROFESSOR,3.6
Education,1252,University of North Texas,Tami,,Clements,1443218,1,average,TEACHER,PROFESSOR,3.0
Information Science,1252,University of North Texas,Ana,,Cleveland,1017010,16,good,TEACHER,PROFESSOR,4.4
English,1252,University of North Texas,Catherine,R,Clifford,1887113,12,good,TEACHER,PROFESSOR,4.8
English,1252,University of North Texas,Brian,Marshall,Clifton,2333661,6,good,TEACHER,PROFESSOR,4.7
Business,1252,University of North Texas,Melinda,,Cline,706086,0,zero,TEACHER,PROFESSOR,N/A
Political Science,1252,University of North Texas,Emily,,Clough,934430,11,average,TEACHER,PROFESSOR,2.7
Psychology,1252,University of North Texas,Renee,,Cloutier,2049035,6,poor,TEACHER,PROFESSOR,2.4
Art,1252,University of North Texas,Cala,,Coates,1559060,3,good,TEACHER,PROFESSOR,4.8
Economics,1252,University of North Texas,Steven,,Cobb,38278,13,good,TEACHER,PROFESSOR,4.8
Economics,1252,University of North Texas,John,,Cobb,113009,12,good,TEACHER,PROFESSOR,4.7
Technical Communication,1252,University of North Texas,Neil,,Cobb,2009971,9,average,TEACHER,PROFESSOR,3.4
Education,1252,University of North Texas,Ana,,Coca,1218465,3,good,TEACHER,PROFESSOR,4.2
Theater,1252,University of North Texas,Jeffrey,,Cochran,1022810,0,zero,TEACHER,PROFESSOR,N/A
Journalism,1252,University of North Texas,Tyler,,Cochran,1592038,1,good,TEACHER,PROFESSOR,5.0
Music,1252,University of North Texas,Megan,V,Coe,1768801,3,good,TEACHER,PROFESSOR,4.0
English,1252,University of North Texas,J,Robin,Coffelt,2675630,0,zero,TEACHER,PROFESSOR,N/A
English,1252,University of North Texas,Janie,,Coffelt,796999,67,average,TEACHER,PROFESSOR,3.3
Creative Writing,1252,University of North Texas,Robin,,Coffelt,2662192,2,average,TEACHER,PROFESSOR,2.5
Mathematics,1252,University of North Texas,Travis,,Cogdill,640607,12,good,TEACHER,PROFESSOR,4.2
Mathematics,1252,University of North Texas,Michael Patrick,,Cohen,1022729,7,good,TEACHER,PROFESSOR,4.6
Speech & Hearing Sciences,1252,University of North Texas,Jeffrey,,Cokely,2463059,2,average,TEACHER,PROFESSOR,2.5
Finance,1252,University of North Texas,Steve,,Cole,501308,14,average,TEACHER,PROFESSOR,2.8
Management,1252,University of North Texas,Brooklyn,,Cole,1597845,5,poor,TEACHER,PROFESSOR,2.2
English,1252,University of North Texas,Britta,,Coleman,1524210,22,good,TEACHER,PROFESSOR,4.7
Criminal Justice,1252,University of North Texas,John,,Coleman,1879692,2,good,TEACHER,PROFESSOR,4.5
Drawing,1252,University of North Texas,Katherine,,Colin,2047879,2,good,TEACHER,PROFESSOR,3.5
Drawing,1252,University of North Texas,Kate ,,Colin,2061780,9,good,TEACHER,PROFESSOR,3.7
English,1252,University of North Texas,Taylor,,Collier,1227825,9,good,TEACHER,PROFESSOR,4.5
Political Science,1252,University of North Texas,Paul,,Collins,1155528,34,good,TEACHER,PROFESSOR,4.2
Anthropology,1252,University of North Texas,Rhonda,,Collins,1866907,4,average,TEACHER,PROFESSOR,2.5
Recreation,1252,University of North Texas,John,,Collins,2086216,3,average,TEACHER,PROFESSOR,3.2
Design,1252,University of North Texas,David,,Collins,2216125,0,zero,TEACHER,PROFESSOR,N/A
Art  Design,1252,University of North Texas,David,,Collins,2218506,1,average,TEACHER,PROFESSOR,3.0
Dance,1252,University of North Texas,Sue,,Collins,2307493,2,poor,TEACHER,PROFESSOR,1.0
Public Administration,1252,University of North Texas,Brian,,Collins,1797851,3,average,TEACHER,PROFESSOR,3.0
Kinesiology,1252,University of North Texas,Andrew,,Colombo-Dougovito,2707394,1,good,TEACHER,PROFESSOR,5.0
Spanish,1252,University of North Texas,Isabel,,Colorado,1416567,5,good,TEACHER,PROFESSOR,4.2
Languages,1252,University of North Texas,Isabel,,Colorado,1416846,1,good,TEACHER,PROFESSOR,4.5
Art,1252,University of North Texas,Isabel,,Colorado,1416847,0,zero,TEACHER,PROFESSOR,N/A
Early Childhood Education,1252,University of North Texas,Bertina,,Combes,1301638,3,average,TEACHER,PROFESSOR,3.3
Fine Arts,1252,University of North Texas,Sandi,,Combest,785728,15,average,TEACHER,PROFESSOR,2.8
Sociology,1252,University of North Texas,Joseph,,Comeau,1315227,14,good,TEACHER,PROFESSOR,3.8
Biology,1252,University of North Texas,Greg,Z,Compson,2684660,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1252,University of North Texas,Sidonia,,Compton,2729030,0,zero,TEACHER,PROFESSOR,N/A
Philosophy,1252,University of North Texas,Chris,,Cone,1183580,4,good,TEACHER,PROFESSOR,4.1
Communication,1252,University of North Texas,Mark,,Congdon,2284099,6,good,TEACHER,PROFESSOR,4.7
Mathematics,1252,University of North Texas,Charles,,Conley,994375,11,good,TEACHER,PROFESSOR,4.1
Criminal Justice,1252,University of North Texas,David,,Conn,2593587,3,poor,TEACHER,PROFESSOR,1.3
Academic Services,1252,University of North Texas,Bryan,,Conn,2708717,0,zero,TEACHER,PROFESSOR,N/A
English,1252,University of North Texas,Bryan,,Conn,1770020,35,good,TEACHER,PROFESSOR,3.5
Psychology,1252,University of North Texas,Melissa,,Connally,1829555,3,average,TEACHER,PROFESSOR,3.3
Health Science,1252,University of North Texas,Priscilla,,Connors,481811,36,good,TEACHER,PROFESSOR,4.0
Finance,1252,University of North Texas,James,,Conover,229816,19,good,TEACHER,PROFESSOR,3.9
Accounting,1252,University of North Texas,Teresa,,Conover,229817,31,good,TEACHER,PROFESSOR,3.5
Chemistry,1252,University of North Texas,Heidi,,Conrad,1735751,1,good,TEACHER,PROFESSOR,5.0
Psychology,1252,University of North Texas,Ateka,,Contractor,2242811,20,average,TEACHER,PROFESSOR,3.0
Education,1252,University of North Texas,Gloria,,Contreras,1346171,3,poor,TEACHER,PROFESSOR,2.3
Film,1252,University of North Texas,Scott,,Cook,658123,8,good,TEACHER,PROFESSOR,4.9
Education,1252,University of North Texas,Patricia,,Cook,1229847,0,zero,TEACHER,PROFESSOR,N/A
Chemistry,1252,University of North Texas,Stephen,,Cooke,831061,8,good,TEACHER,PROFESSOR,4.8
Arts & Sciences,1252,University of North Texas,Jason,,Cooley,2570553,11,average,TEACHER,PROFESSOR,3.1
Mathematics,1252,University of North Texas,Rayce,,Cooley,2677672,0,zero,TEACHER,PROFESSOR,N/A
Psychology & Sociology,1252,University of North Texas,Steven,,Coomes,2381904,4,good,TEACHER,PROFESSOR,5.0
Business,1252,University of North Texas,Danielle,,Cooper,1074009,6,good,TEACHER,PROFESSOR,4.5
Music,1252,University of North Texas,Amy,,Cooper,2011383,7,average,TEACHER,PROFESSOR,3.3
Communication,1252,University of North Texas,Nicole,,Cooper,2048121,2,good,TEACHER,PROFESSOR,5.0
French,1252,University of North Texas,Brian,,Cooper,2231237,2,good,TEACHER,PROFESSOR,4.0
Theater,1252,University of North Texas,Teresa,,Cooper,759973,8,poor,TEACHER,PROFESSOR,2.5
Music,1252,University of North Texas,Klaudia,,Cop,2567129,1,good,TEACHER,PROFESSOR,5.0
Biology,1252,University of North Texas,Jennifer,,Copeland,1473552,0,zero,TEACHER,PROFESSOR,N/A
Computer Science,1252,University of North Texas,Blair,,Copeland,1609992,3,average,TEACHER,PROFESSOR,2.5
Biology,1252,University of North Texas,Chase,,Corley,2281350,2,good,TEACHER,PROFESSOR,5.0
"Radio, TV & Film",1252,University of North Texas,Carol,,Cornsilk,1183123,32,poor,TEACHER,PROFESSOR,2.0
Biology,1252,University of North Texas,Marco,,Coronel,1454215,1,good,TEACHER,PROFESSOR,5.0
Music,1252,University of North Texas,Eugene,,Corporon,827900,4,average,TEACHER,PROFESSOR,3.0
Human Development,1252,University of North Texas,Marlen,,Corral-Corrales,2651090,2,good,TEACHER,PROFESSOR,4.5
Chemistry,1252,University of North Texas,Adriana,,Corrales,2722541,1,poor,TEACHER,PROFESSOR,1.0
Management,1252,University of North Texas,Kenneth,,Cory,2581218,8,average,TEACHER,PROFESSOR,3.3
Technical Communication,1252,University of North Texas,Samantha,,Cosgrove,2707286,0,zero,TEACHER,PROFESSOR,N/A
German,1252,University of North Texas,Carol Anne,,Costabile-Heming,2127608,3,good,TEACHER,PROFESSOR,5.0
Education,1252,University of North Texas,Nate,,Cottle,271607,28,good,TEACHER,PROFESSOR,4.7
Mathematics,1252,University of North Texas,Michael,,Cotton,1805304,7,average,TEACHER,PROFESSOR,2.8
English,1252,University of North Texas,Shannon,,Couey,2184926,16,good,TEACHER,PROFESSOR,4.5
Economics,1252,University of North Texas,Guillermo,,Covarrubias,1956401,17,good,TEACHER,PROFESSOR,4.2
History,1252,University of North Texas,H. Lee,,Cowan,922939,7,good,TEACHER,PROFESSOR,4.4
Special Education,1252,University of North Texas,Angela,,Cowan,1580480,1,good,TEACHER,PROFESSOR,4.0
English,1252,University of North Texas,Caitlin,,Cowan,1776395,3,good,TEACHER,PROFESSOR,4.7
Marketing,1252,University of North Texas,Kirsten,,Cowan,1886917,4,good,TEACHER,PROFESSOR,4.6
Theater,1252,University of North Texas,Barbara,,Cox,196881,22,average,TEACHER,PROFESSOR,3.2
Business,1252,University of North Texas,Marcus,,Cox,1598593,6,good,TEACHER,PROFESSOR,4.8
History,1252,University of North Texas,Graham,,Cox,1860859,67,good,TEACHER,PROFESSOR,4.0
Education,1252,University of North Texas,Julie,,Cox,2258803,7,poor,TEACHER,PROFESSOR,1.6
Photography,1252,University of North Texas,Rachel,,Cox,2287595,2,average,TEACHER,PROFESSOR,3.0
Political Science,1252,University of North Texas,Gloria,,Cox,805336,137,good,TEACHER,PROFESSOR,4.2
Government,1252,University of North Texas,Gloria,,Cox,2617882,1,good,TEACHER,PROFESSOR,4.0
Learning Technologies,1252,University of North Texas,Lynne,,Cox,2448385,10,poor,TEACHER,PROFESSOR,1.7
Anthropology,1252,University of North Texas,Derrell,,Cox II,2290637,3,average,TEACHER,PROFESSOR,2.7
Library Science,1252,University of North Texas,Constance,,Coyle,1523818,16,poor,TEACHER,PROFESSOR,2.4
Mathematics,1252,University of North Texas,Colin,,Craft,2003622,8,average,TEACHER,PROFESSOR,3.3
English,1252,University of North Texas,Courtney,,Craggett,2204107,2,good,TEACHER,PROFESSOR,3.5
Film,1252,University of North Texas,Rogers,,Craig,590354,9,average,TEACHER,PROFESSOR,3.4
Criminal Justice,1252,University of North Texas,Jessica,,Craig,2082226,14,good,TEACHER,PROFESSOR,3.6
Information Science,1252,University of North Texas,Laurel,,Crawford,2413449,0,zero,TEACHER,PROFESSOR,N/A
Sociology,1252,University of North Texas,C,,Cready,1041839,13,good,TEACHER,PROFESSOR,4.7
Sociology,1252,University of North Texas,Cynthia,,Cready,2340710,4,good,TEACHER,PROFESSOR,3.8
Mathematics,1252,University of North Texas,Alexander,,Creiner,2192538,9,good,TEACHER,PROFESSOR,4.6
Theater,1252,University of North Texas,Steve,,Crick,694142,0,zero,TEACHER,PROFESSOR,N/A
Elementary Education,1252,University of North Texas,Jared,,Critchfield,2574046,1,good,TEACHER,PROFESSOR,5.0
Psychology,1252,University of North Texas,Joseph,,Critelli,56393,45,good,TEACHER,PROFESSOR,3.6
Business,1252,University of North Texas,Ray,,Croff,1530177,4,average,TEACHER,PROFESSOR,3.2
Mathematics,1252,University of North Texas,Logan,,Crone,2324305,4,good,TEACHER,PROFESSOR,4.5
Art,1252,University of North Texas,Lauren,,Cross,2040869,18,poor,TEACHER,PROFESSOR,2.3
Biology,1252,University of North Texas,Dane,,Crossley,1657496,42,poor,TEACHER,PROFESSOR,1.8
Education,1252,University of North Texas,Chelleye,,Crow,1289400,20,good,TEACHER,PROFESSOR,3.6
English,1252,University of North Texas,Sarah,,Crowder,641169,14,good,TEACHER,PROFESSOR,3.7
English,1252,University of North Texas,Katie,,Crowder,740936,24,good,TEACHER,PROFESSOR,4.6
English,1252,University of North Texas,Renee Lyons,,Crowley,1735819,7,average,TEACHER,PROFESSOR,2.6
Human Development,1252,University of North Texas,Kacey,,Crutchfield,2408561,3,poor,TEACHER,PROFESSOR,2.0
Fashion,1252,University of North Texas,Christy,,Crutsinger,1493091,5,good,TEACHER,PROFESSOR,3.8
Theater,1252,University of North Texas,Manuel,,Cruz,2407237,2,poor,TEACHER,PROFESSOR,1.0
German,1252,University of North Texas,Agnes,,Cser,1188391,4,average,TEACHER,PROFESSOR,3.1
Music,1252,University of North Texas,Diego,,Cubero,1934599,6,good,TEACHER,PROFESSOR,4.2
Sociology,1252,University of North Texas,Maia,,Cudhea,986391,44,average,TEACHER,PROFESSOR,3.0
Finance,1252,University of North Texas,Yechen,,Cui,2580154,0,zero,TEACHER,PROFESSOR,N/A
Accounting,1252,University of North Texas,junnan,,Cui,2521452,3,good,TEACHER,PROFESSOR,4.3
Finance,1252,University of North Texas,Yachen,,Cui,2693263,3,good,TEACHER,PROFESSOR,5.0
Linguistics,1252,University of North Texas,Patricia,,Cukor-Avila,1839567,6,average,TEACHER,PROFESSOR,3.3
Learning Skills,1252,University of North Texas,Princess,M,Cullum,1866087,1,poor,TEACHER,PROFESSOR,2.0
Technical Communication,1252,University of North Texas,Diane,,Culpin,2466927,1,good,TEACHER,PROFESSOR,5.0
Chemistry,1252,University of North Texas,Tom,,Cundari,156567,17,average,TEACHER,PROFESSOR,3.4
Anthropology,1252,University of North Texas,Anthony,,Curan,1662077,3,poor,TEACHER,PROFESSOR,2.0
Computer Applications,1252,University of North Texas,Richard,,Curby,1591001,1,good,TEACHER,PROFESSOR,5.0
English,1252,University of North Texas,Kevin,,Curran,1288836,12,good,TEACHER,PROFESSOR,4.6
Geology,1252,University of North Texas,Lorna,,Curran,1839227,44,poor,TEACHER,PROFESSOR,1.8
Biology,1252,University of North Texas,Anthony,,Curran,1273119,37,poor,TEACHER,PROFESSOR,1.5
Writing,1252,University of North Texas,Abigail,,Curtis,1574030,1,poor,TEACHER,PROFESSOR,1.0
Education,1252,University of North Texas,Joan,,Curtis,2144526,1,good,TEACHER,PROFESSOR,4.5
Kinesiology,1252,University of North Texas,John,,Curtis,1707713,20,good,TEACHER,PROFESSOR,4.1
Accounting,1252,University of North Texas,Mary,,Curtis,1010480,13,average,TEACHER,PROFESSOR,2.5
Psychology,1252,University of North Texas,Kaleb,,Cusack,2373268,7,poor,TEACHER,PROFESSOR,1.8
Psychology,1252,University of North Texas,Angela,,Cusimano,1537648,2,good,TEACHER,PROFESSOR,4.2
French,1252,University of North Texas,Melchior,,Cyprien,1773109,6,poor,TEACHER,PROFESSOR,2.1
Business,1252,University of North Texas,Joseph,,Czop,1856020,0,zero,TEACHER,PROFESSOR,N/A
Writing,1252,University of North Texas,Brian,,Czyzyk,2717543,0,zero,TEACHER,PROFESSOR,N/A
Management,1252,University of North Texas,Derrick,,D'Souza,1011745,25,poor,TEACHER,PROFESSOR,2.4
Chemistry,1252,University of North Texas,Francis,,D'Souza,1667149,16,good,TEACHER,PROFESSOR,3.6
Engineering,1252,University of North Texas,Nandika,,D'Souza,1815920,22,poor,TEACHER,PROFESSOR,2.2
Economics,1252,University of North Texas,Susan,,Dadres,486484,73,good,TEACHER,PROFESSOR,3.9
Political Science,1252,University of North Texas,Jennifer,,Dague,1480996,1,good,TEACHER,PROFESSOR,5.0
Mathematics,1252,University of North Texas,Rabin,,Dahal,1466957,15,average,TEACHER,PROFESSOR,3.2
Mathematics,1252,University of North Texas,Koshal,,Dahal,1530335,31,good,TEACHER,PROFESSOR,4.6
Philosophy,1252,University of North Texas,Charles,,Dailey,1635604,13,average,TEACHER,PROFESSOR,3.4
Chemistry,1252,University of North Texas,Sushama,,Dandekar,492399,135,average,TEACHER,PROFESSOR,3.1
Physical Education,1252,University of North Texas,Carson,Logan,Daniell,2444697,1,good,TEACHER,PROFESSOR,5.0
Information Systems,1252,University of North Texas,Ramakrishna,,Dantu,789466,4,average,TEACHER,PROFESSOR,3.1
Rehabilitative Studies,1252,University of North Texas,Brandi,L.,Darensbour,1814375,3,average,TEACHER,PROFESSOR,3.3
Rehabilitation Counseling,1252,University of North Texas,Brandi,,Darensbourg,1614527,10,good,TEACHER,PROFESSOR,4.2
Education,1252,University of North Texas,Kevin,,Dartt,487168,17,good,TEACHER,PROFESSOR,4.1
Mathematics,1252,University of North Texas,Tushar,,Das,1280825,3,good,TEACHER,PROFESSOR,4.5
Sociology,1252,University of North Texas,Nicole,,Dash,157277,40,good,TEACHER,PROFESSOR,4.0
Management,1252,University of North Texas,Josh,,Daspit,1306976,11,good,TEACHER,PROFESSOR,4.5
Art & Design,1252,University of North Texas,Mohammad,R,Dastmalchi,1764036,3,poor,TEACHER,PROFESSOR,1.5
Mathematics,1252,University of North Texas,Lidia,,Dattao,2727486,1,average,TEACHER,PROFESSOR,3.0
Marketing,1252,University of North Texas,Arezoo,,Davari,2034434,7,good,TEACHER,PROFESSOR,3.6
Mathematics,1252,University of North Texas,Ojas,,Dave,1629197,13,average,TEACHER,PROFESSOR,3.3
Anthropology,1252,University of North Texas,Beverly,,Davenport,885631,50,good,TEACHER,PROFESSOR,4.3
Mathematics,1252,University of North Texas,Deborah,,David,2415125,3,average,TEACHER,PROFESSOR,3.3
Business,1252,University of North Texas,Alsius,,David,2495664,3,poor,TEACHER,PROFESSOR,2.3
Kinesiology,1252,University of North Texas,Candice,,Davies,2355191,0,zero,TEACHER,PROFESSOR,N/A
English,1252,University of North Texas,Allegra,,Davis,686168,16,good,TEACHER,PROFESSOR,4.5
Fine Arts,1252,University of North Texas,Richard,,Davis,740697,6,good,TEACHER,PROFESSOR,5.0
English,1252,University of North Texas,Matthew,,Davis,1494251,9,good,TEACHER,PROFESSOR,4.7
Early Childhood Education,1252,University of North Texas,Travis,,Davis,1512317,4,good,TEACHER,PROFESSOR,4.9
Education,1252,University of North Texas,Laura,,Davis,1580264,2,good,TEACHER,PROFESSOR,4.5
